Index,Index1,Asset_Name,Asset_Type,Sector,Funds_Name,Rating,Fund Class,Value,Percentage
2159,,Brigade Ent,Equity,Retail & Real Estate,Tata Equity Opportunities Fund - Regular Plan (G),,,14.96,1.16
2160,,Laurus Labs,Equity,Pharmaceuticals,Tata Equity Opportunities Fund - Regular Plan (G),,,13.67,1.06
2161,,Equitas Holding,Equity,Banking & Financial Services,Tata Equity Opportunities Fund - Regular Plan (G),,,13.43,1.04
2162,,Asian Paints,Equity,Chemicals,Tata Equity Opportunities Fund - Regular Plan (G),,,13.43,1.04
2163,,M&M Financial,Equity,Banking & Financial Services,Tata Equity Opportunities Fund - Regular Plan (G),,,12.97,1.01
2164,,Ramco Cements,Equity,Cement & Construction,Tata Equity Opportunities Fund - Regular Plan (G),,,12.78,0.99
2165,,Grasim,Equity,Conglomerates,Tata Equity Opportunities Fund - Regular Plan (G),,,12.68,0.98
2166,,Amara Raja Batt,Equity,Automotive,Tata Equity Opportunities Fund - Regular Plan (G),,,11.84,0.92
2167,,Strides Shasun,Equity,Pharmaceuticals,Tata Equity Opportunities Fund - Regular Plan (G),,,11.33,0.88
2168,,NALCO,Equity,Metals & Mining,Tata Equity Opportunities Fund - Regular Plan (G),,,8.23,0.64
2169,,Satin Credit,Equity,Miscellaneous,Tata Equity Opportunities Fund - Regular Plan (G),,,7.79,0.6
2170,,PNB,Equity,Banking & Financial Services,Tata Equity Opportunities Fund - Regular Plan (G),,,7.6,0.59
2171,,M&M,Equity,Automotive,Tata Equity Opportunities Fund - Regular Plan (G),,,7.29,0.57
2172,,TATA STEEL LTD (FULLY PAIDUP) (RIGHTS),Others / Unlisted,,Tata Equity Opportunities Fund - Regular Plan (G),-,,3.26,0.25
2173,,HOUSING DEVELOPMENT FINANCE CORPORATION LTD WARRANTS 2,Others / Unlisted,,Tata Equity Opportunities Fund - Regular Plan (G),-,,2.99,0.23
2174,,TATA STEEL LTD (PARTLY PAIDUP) (RIGHTS),Others / Unlisted,,Tata Equity Opportunities Fund - Regular Plan (G),-,,0.48,0.04
2175,,ZEE ENTERTAINMENT ENTERPRISES LTD (PREFERENCE SHARE),Others / Unlisted,,Tata Equity Opportunities Fund - Regular Plan (G),-,,0.21,0.02
2176,,REPO,Cash / Call,,Tata Equity Opportunities Fund - Regular Plan (G),-,,18,1.4
2177,,NET CURRENT LIABILITIES,Cash / Call,,Tata Equity Opportunities Fund - Regular Plan (G),-,,-3.79,-0.3
2178,,Bajaj Holdings,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,61.32,10.02
2179,,HDFC Bank,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,51.7,8.44
2180,,Tata Chemicals,Equity,Chemicals,Templeton India Growth Fund - Direct Plan (G),,,41.65,6.8
2181,,Reliance,Equity,Oil & Gas,Templeton India Growth Fund - Direct Plan (G),,,40.45,6.61
2182,,ICICI Bank,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,32.66,5.33
2183,,Apollo Tyres,Equity,Automotive,Templeton India Growth Fund - Direct Plan (G),,,28.07,4.58
2184,,Yes Bank,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,26.07,4.26
2185,,J. K. Cement,Equity,Cement & Construction,Templeton India Growth Fund - Direct Plan (G),,,25.45,4.16
2186,,Tata Inv Corp,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,20.82,3.4
2187,,Tata Motors (D),Equity,Automotive,Templeton India Growth Fund - Direct Plan (G),,,20.8,3.4
2188,,Infosys,Equity,Information Technology,Templeton India Growth Fund - Direct Plan (G),,,20.56,3.36
2189,,Federal Bank,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,19.71,3.22
2190,,Balkrishna Ind,Equity,Automotive,Templeton India Growth Fund - Direct Plan (G),,,19.38,3.16
2191,,Eveready Ind,Equity,Consumer Non-durables,Templeton India Growth Fund - Direct Plan (G),,,19.02,3.11
2192,,Biocon,Equity,Pharmaceuticals,Templeton India Growth Fund - Direct Plan (G),,,16.83,2.75
2193,,Vedanta,Equity,Metals & Mining,Templeton India Growth Fund - Direct Plan (G),,,16.79,2.74
2194,,Equitas Holding,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,16.16,2.64
2195,,Edelweiss,Equity,Banking & Financial Services,Templeton India Growth Fund - Direct Plan (G),,,15.38,2.51
2196,,Glenmark,Equity,Pharmaceuticals,Templeton India Growth Fund - Direct Plan (G),,,15.19,2.48
2197,,Vardhman Text,Equity,Manufacturing,Templeton India Growth Fund - Direct Plan (G),,,14.75,2.41
2198,,Dalmia Bharat,Equity,Cement & Construction,Templeton India Growth Fund - Direct Plan (G),,,13.79,2.25
2199,,NCC,Equity,Cement & Construction,Templeton India Growth Fund - Direct Plan (G),,,13.17,2.15
2200,,Coal India,Equity,Metals & Mining,Templeton India Growth Fund - Direct Plan (G),,,12.34,2.02
2201,,Redington,Equity,Information Technology,Templeton India Growth Fund - Direct Plan (G),,,9.02,1.47
2202,,ONGC,Equity,Oil & Gas,Templeton India Growth Fund - Direct Plan (G),,,8.01,1.31
2203,,GE Shipping,Equity,Services,Templeton India Growth Fund - Direct Plan (G),,,5.66,0.92
2204,,Trident,Equity,Manufacturing,Templeton India Growth Fund - Direct Plan (G),,,5.07,0.83
2205,,J Kumar Infra,Equity,Cement & Construction,Templeton India Growth Fund - Direct Plan (G),,,3.98,0.65
2206,,"Call,cash and other current asset",Cash / Call,,Templeton India Growth Fund - Direct Plan (G),-,,18.45,3.01
2207,,SBI,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,155.38,5.24
2208,,HDFC Bank,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,151.15,5.09
2209,,ITC,Equity,Tobacco,ICICI Prudential Multicap Fund (G),,,127.16,4.28
2210,,HDFC,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,124.1,4.18
2211,,Sun Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund (G),,,106.02,3.57
2212,,Thomas Cook,Equity,Miscellaneous,ICICI Prudential Multicap Fund (G),,,104.21,3.51
2213,,IOC,Equity,Oil & Gas,ICICI Prudential Multicap Fund (G),,,95.61,3.22
2214,,NTPC,Equity,Utilities,ICICI Prudential Multicap Fund (G),,,93.09,3.14
2215,,Blue Dart,Equity,Services,ICICI Prudential Multicap Fund (G),,,92.46,3.12
2216,,Eicher Motors,Equity,Automotive,ICICI Prudential Multicap Fund (G),,,87.31,2.94
2217,,Larsen,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund (G),,,70.99,2.39
2218,,Alembic Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund (G),,,67.35,2.27
2219,,M&M,Equity,Automotive,ICICI Prudential Multicap Fund (G),,,64.82,2.18
2220,,Sundaram Fin,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,62.47,2.1
2221,,GAIL,Equity,Oil & Gas,ICICI Prudential Multicap Fund (G),,,61.46,2.07
2222,,GlaxoSmith Con,Equity,Food & Beverages,ICICI Prudential Multicap Fund (G),,,61.19,2.06
2223,,BPCL,Equity,Oil & Gas,ICICI Prudential Multicap Fund (G),,,61.13,2.06
2224,,Torrent Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund (G),,,60.62,2.04
2225,,Hero Motocorp,Equity,Automotive,ICICI Prudential Multicap Fund (G),,,59.35,2
2226,,HCL Tech,Equity,Information Technology,ICICI Prudential Multicap Fund (G),,,58.62,1.98
2227,,AIA Engineering,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund (G),,,58.17,1.96
2228,,Shree Cements,Equity,Cement & Construction,ICICI Prudential Multicap Fund (G),,,57.17,1.93
2229,,EngineersInd,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund (G),,,56.94,1.92
2230,,Schaeffler Ind,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund (G),,,52.99,1.79
2231,,Ipca Labs,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund (G),,,52.77,1.78
2232,,Cummins,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund (G),,,49.58,1.67
2233,,Equitas Holding,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,48.16,1.62
2234,,IndusInd Bank,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,47.08,1.59
2235,,Hind Zinc,Equity,Metals & Mining,ICICI Prudential Multicap Fund (G),,,45.84,1.54
2236,,Infosys,Equity,Information Technology,ICICI Prudential Multicap Fund (G),,,45.03,1.52
2237,,ONGC,Equity,Oil & Gas,ICICI Prudential Multicap Fund (G),,,44.5,1.5
2238,,Tata Chemicals,Equity,Chemicals,ICICI Prudential Multicap Fund (G),,,43.89,1.48
2239,,CRISIL,Equity,Miscellaneous,ICICI Prudential Multicap Fund (G),,,42.65,1.44
2240,,PI Industries,Equity,Chemicals,ICICI Prudential Multicap Fund (G),,,42.07,1.42
2241,,Max Financial,Equity,Manufacturing,ICICI Prudential Multicap Fund (G),,,40.91,1.38
2242,,Emami,Equity,Consumer Non-durables,ICICI Prudential Multicap Fund (G),,,41.01,1.38
2243,,Asian Paints,Equity,Chemicals,ICICI Prudential Multicap Fund (G),,,37.68,1.27
2244,,TCS,Equity,Information Technology,ICICI Prudential Multicap Fund (G),,,35.15,1.18
2245,,Zee Entertain,Equity,Media & Entertainment,ICICI Prudential Multicap Fund (G),,,33.79,1.14
2246,,Grasim,Equity,Conglomerates,ICICI Prudential Multicap Fund (G),,,32.36,1.09
2247,,Kotak Mahindra,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund (G),,,29.75,1
2248,,Gujarat Pipavav,Equity,Services,ICICI Prudential Multicap Fund (G),,,28.09,0.95
2249,,Tata Motors,Equity,Automotive,ICICI Prudential Multicap Fund (G),,,28.01,0.94
2250,,Ent Network Ind,Equity,Media & Entertainment,ICICI Prudential Multicap Fund (G),,,24.67,0.83
2251,,Narayana Hruda,Equity,Services,ICICI Prudential Multicap Fund (G),,,21,0.71
2252,,Kansai Nerolac,Equity,Chemicals,ICICI Prudential Multicap Fund (G),,,10.49,0.35
2253,,CBLO,Cash / Call,,ICICI Prudential Multicap Fund (G),-,,171.99,5.8
2254,,Net Current Assets,Cash / Call,,ICICI Prudential Multicap Fund (G),-,,-18.55,-0.63
2255,,SBI,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,155.38,5.24
2256,,HDFC Bank,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,151.15,5.09
2257,,ITC,Equity,Tobacco,ICICI Prudential Multicap Fund - Direct Plan (G),,,127.16,4.28
2258,,HDFC,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,124.1,4.18
2259,,Sun Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund - Direct Plan (G),,,106.02,3.57
2260,,Thomas Cook,Equity,Miscellaneous,ICICI Prudential Multicap Fund - Direct Plan (G),,,104.21,3.51
2261,,IOC,Equity,Oil & Gas,ICICI Prudential Multicap Fund - Direct Plan (G),,,95.61,3.22
2262,,NTPC,Equity,Utilities,ICICI Prudential Multicap Fund - Direct Plan (G),,,93.09,3.14
2263,,Blue Dart,Equity,Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,92.46,3.12
2264,,Eicher Motors,Equity,Automotive,ICICI Prudential Multicap Fund - Direct Plan (G),,,87.31,2.94
2265,,Larsen,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund - Direct Plan (G),,,70.99,2.39
2266,,Alembic Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund - Direct Plan (G),,,67.35,2.27
2267,,M&M,Equity,Automotive,ICICI Prudential Multicap Fund - Direct Plan (G),,,64.82,2.18
2268,,Sundaram Fin,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,62.47,2.1
2269,,GAIL,Equity,Oil & Gas,ICICI Prudential Multicap Fund - Direct Plan (G),,,61.46,2.07
2270,,GlaxoSmith Con,Equity,Food & Beverages,ICICI Prudential Multicap Fund - Direct Plan (G),,,61.19,2.06
2271,,BPCL,Equity,Oil & Gas,ICICI Prudential Multicap Fund - Direct Plan (G),,,61.13,2.06
2272,,Torrent Pharma,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund - Direct Plan (G),,,60.62,2.04
2273,,Hero Motocorp,Equity,Automotive,ICICI Prudential Multicap Fund - Direct Plan (G),,,59.35,2
2274,,HCL Tech,Equity,Information Technology,ICICI Prudential Multicap Fund - Direct Plan (G),,,58.62,1.98
2275,,AIA Engineering,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund - Direct Plan (G),,,58.17,1.96
2276,,Shree Cements,Equity,Cement & Construction,ICICI Prudential Multicap Fund - Direct Plan (G),,,57.17,1.93
2277,,EngineersInd,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund - Direct Plan (G),,,56.94,1.92
2278,,Schaeffler Ind,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund - Direct Plan (G),,,52.99,1.79
2279,,Ipca Labs,Equity,Pharmaceuticals,ICICI Prudential Multicap Fund - Direct Plan (G),,,52.77,1.78
2280,,Cummins,Equity,Engineering & Capital Goods,ICICI Prudential Multicap Fund - Direct Plan (G),,,49.58,1.67
2281,,Equitas Holding,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,48.16,1.62
2282,,IndusInd Bank,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,47.08,1.59
2283,,Hind Zinc,Equity,Metals & Mining,ICICI Prudential Multicap Fund - Direct Plan (G),,,45.84,1.54
2284,,Infosys,Equity,Information Technology,ICICI Prudential Multicap Fund - Direct Plan (G),,,45.03,1.52
2285,,ONGC,Equity,Oil & Gas,ICICI Prudential Multicap Fund - Direct Plan (G),,,44.5,1.5
2286,,Tata Chemicals,Equity,Chemicals,ICICI Prudential Multicap Fund - Direct Plan (G),,,43.89,1.48
2287,,CRISIL,Equity,Miscellaneous,ICICI Prudential Multicap Fund - Direct Plan (G),,,42.65,1.44
2288,,PI Industries,Equity,Chemicals,ICICI Prudential Multicap Fund - Direct Plan (G),,,42.07,1.42
2289,,Max Financial,Equity,Manufacturing,ICICI Prudential Multicap Fund - Direct Plan (G),,,40.91,1.38
2290,,Emami,Equity,Consumer Non-durables,ICICI Prudential Multicap Fund - Direct Plan (G),,,41.01,1.38
2291,,Asian Paints,Equity,Chemicals,ICICI Prudential Multicap Fund - Direct Plan (G),,,37.68,1.27
2292,,TCS,Equity,Information Technology,ICICI Prudential Multicap Fund - Direct Plan (G),,,35.15,1.18
2293,,Zee Entertain,Equity,Media & Entertainment,ICICI Prudential Multicap Fund - Direct Plan (G),,,33.79,1.14
2294,,Grasim,Equity,Conglomerates,ICICI Prudential Multicap Fund - Direct Plan (G),,,32.36,1.09
2295,,Kotak Mahindra,Equity,Banking & Financial Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,29.75,1
2296,,Gujarat Pipavav,Equity,Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,28.09,0.95
2297,,Tata Motors,Equity,Automotive,ICICI Prudential Multicap Fund - Direct Plan (G),,,28.01,0.94
2298,,Ent Network Ind,Equity,Media & Entertainment,ICICI Prudential Multicap Fund - Direct Plan (G),,,24.67,0.83
2299,,Narayana Hruda,Equity,Services,ICICI Prudential Multicap Fund - Direct Plan (G),,,21,0.71
2300,,Kansai Nerolac,Equity,Chemicals,ICICI Prudential Multicap Fund - Direct Plan (G),,,10.49,0.35
2301,,CBLO,Cash / Call,,ICICI Prudential Multicap Fund - Direct Plan (G),-,,171.99,5.8
2302,,Net Current Assets,Cash / Call,,ICICI Prudential Multicap Fund - Direct Plan (G),-,,-18.55,-0.63
2303,,HDFC,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,1178.95,9.88
2304,,Maruti Suzuki,Equity,Automotive,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,1004.62,8.42
2305,,HDFC Bank,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,959.79,8.04
2306,,HPCL,Equity,Oil & Gas,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,628.72,5.27
2307,,BPCL,Equity,Oil & Gas,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,575.41,4.82
2308,,IndusInd Bank,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,555.1,4.65
2309,,United Spirits,Equity,Food & Beverages,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,512.21,4.29
2310,,Jubilant Life,Equity,Pharmaceuticals,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,505.01,4.23
2311,,Interglobe Avi,Equity,Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,492.16,4.12
2312,,Eicher Motors,Equity,Automotive,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,480.7,4.03
2313,,PNB Housing Fin,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,457.91,3.84
2314,,HDFC Life,Equity,Miscellaneous,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,431.23,3.61
2315,,Britannia,Equity,Food & Beverages,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,429.87,3.6
2316,,Bajaj Finance,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,420.63,3.52
2317,,Petronet LNG,Equity,Oil & Gas,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,406.75,3.41
2318,,Max Financial,Equity,Manufacturing,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,404.16,3.39
2319,,ICICI Lombard,Equity,Conglomerates,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,395.26,3.31
2320,,Titan Company,Equity,Miscellaneous,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,358.34,3
2321,,RBL Bank,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,322.95,2.71
2322,,AU Small Financ,Equity,Banking & Financial Services,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,243.97,2.04
2323,,Alkem Lab,Equity,Pharmaceuticals,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,242.12,2.03
2324,,Eris Life,Equity,Pharmaceuticals,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,212.68,1.78
2325,,Manpasand Bever,Equity,Food & Beverages,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,203.49,1.7
2326,,TCS,Equity,Information Technology,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,201.24,1.69
2327,,Ajanta Pharma,Equity,Pharmaceuticals,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),,,190.93,1.6
2328,,CBLO / Reverse Repo Investments,Cash / Call,,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),-,,164.92,1.38
2329,,CBLO / Reverse Repo Investments,Cash / Call,,Motilal Oswal MOSt Focused Multicap 35 Fund - Direct Plan (G),-,,14.16,0.12
2330,,HDFC Bank,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,609.59,9.22
2331,,ICICI Bank,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,399.73,6.05
2332,,Infosys,Equity,Information Technology,Mirae Asset India Opportunities Fund - Direct Plan (G),,,339.37,5.13
2333,,Larsen,Equity,Engineering & Capital Goods,Mirae Asset India Opportunities Fund - Direct Plan (G),,,281.76,4.26
2334,,HDFC,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,279.22,4.22
2335,,SBI,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,271.06,4.1
2336,,Kotak Mahindra,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,207.97,3.15
2337,,Reliance,Equity,Oil & Gas,Mirae Asset India Opportunities Fund - Direct Plan (G),,,207.74,3.14
2338,,Grasim,Equity,Conglomerates,Mirae Asset India Opportunities Fund - Direct Plan (G),,,207.67,3.14
2339,,Maruti Suzuki,Equity,Automotive,Mirae Asset India Opportunities Fund - Direct Plan (G),,,190.85,2.89
2340,,IndusInd Bank,Equity,Banking & Financial Services,Mirae Asset India Opportunities Fund - Direct Plan (G),,,190.44,2.88
